block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
a_424613,8519,0,Potrero Hill,100473,1_merged_5547550,5543132
a_424612,8519,0,Potrero Hill,100473,1_merged_5547550,5543133
b_410249,8181,0,Hunter's Point,96049,2_merged_5547555,5375366
b_410243,8181,0,Hunter's Point,96049,2_merged_5547555,5375367
b_410247,8181,0,Hunter's Point,96049,2_merged_5547555,5375364
b_410248,8181,0,Hunter's Point,96049,2_merged_5547555,5375365
a_424625,8519,0,Potrero Hill,100473,1_merged_5547550,5543138
a_424622,8519,0,Potrero Hill,100473,1_merged_5547550,5543139
b_410244,8181,0,Hunter's Point,96049,2_merged_5547555,5375360
b_410245,8181,0,Hunter's Point,96049,2_merged_5547555,5375361
a_422286,8533,0,Telegraph Hill,100641,2_merged_5547552,5512699
a_422836,8548,1,Marin Headlands,100741,2_merged_5547552,5520848
a_422062,8533,1,Telegraph Hill,100642,1_merged_5547550,5512697
a_422285,8533,1,Telegraph Hill,100642,1_merged_5547550,5512696
a_422062,8533,1,Telegraph Hill,100642,1_merged_5547550,5512695
a_422285,8533,1,Telegraph Hill,100642,1_merged_5547550,5512694
a_422062,8533,1,Telegraph Hill,100642,1_merged_5547550,5512693
a_422285,8533,1,Telegraph Hill,100642,1_merged_5547550,5512692
a_422837,8548,1,Marin Headlands,100741,2_merged_5547552,5520841
a_422285,8533,1,Telegraph Hill,100642,1_merged_5547550,5512690
a_421535,8522,0,the Mission District,100515,2_merged_5547552,5503628
a_421532,8522,0,the Mission District,100515,2_merged_5547552,5503629
a_423266,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527318
a_423267,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527319
a_421532,8522,0,the Mission District,100515,2_merged_5547552,5503620
a_423269,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527313
a_423266,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527310
a_423267,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527311
a_423264,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527316
a_423265,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527317
a_423262,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527314
a_421534,8522,0,the Mission District,100515,2_merged_5547552,5503627
b_411012,1199,1,Downtown,96242,2_merged_5547555,5387989
b_411015,1199,1,Downtown,96242,2_merged_5547555,5387988
b_411011,1199,1,Downtown,96242,2_merged_5547555,5387987
b_411018,1199,1,Downtown,96242,2_merged_5547555,5387986
b_411010,1199,1,Downtown,96242,2_merged_5547555,5387985
b_411017,1199,1,Downtown,96242,2_merged_5547555,5387984
b_411014,1199,1,Downtown,96242,2_merged_5547555,5387983
b_411013,1199,1,Downtown,96242,2_merged_5547555,5387982
b_411016,1199,1,Downtown,96242,2_merged_5547555,5387981
b_411012,1199,1,Downtown,96242,2_merged_5547555,5387980
b_410227,8181,1,the Richmond District,96054,1_merged_5547553,5375294
b_409144,8161,0,Hunter's Point,95830,3_merged_5547554,5361652
b_410716,1094_merged_5547541,0,Balboa Park Station,96144,2_merged_5547555,5382763
b_409973,8177,0,the Richmond District,96014,2_merged_5547555,5372527
a_423559,8560,0,Castro Station via Downtown,100866,2_merged_5547552,5531892
b_410108,8178,0,Telegraph Hill,96026,2_merged_5547555,5374137
b_409277,8164,1,the Marina District,95868,3_merged_5547554,5363277
b_409270,8164,1,the Marina District,95868,3_merged_5547554,5363276
b_409269,8164,1,the Marina District,95868,3_merged_5547554,5363275
b_409276,8164,1,the Marina District,95868,3_merged_5547554,5363274
b_409279,8164,1,the Marina District,95868,3_merged_5547554,5363273
b_409273,8164,1,the Marina District,95868,3_merged_5547554,5363272
b_409268,8164,1,the Marina District,95868,3_merged_5547554,5363271
b_409275,8164,1,the Marina District,95868,3_merged_5547554,5363270
b_409271,8164,1,the Marina District,95868,3_merged_5547554,5363279
b_409274,8164,1,the Marina District,95868,3_merged_5547554,5363278
a_423554,8560,0,Castro Station via Downtown,100866,2_merged_5547552,5531893
a_424819,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513128
a_424825,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513129
a_424801,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513126
a_424823,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513127
a_424806,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513124
a_424822,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513125
a_424802,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513122
a_424804,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513123
a_424808,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513120
a_424824,8535,0,the Crocker-Amazon District,100659,1_merged_5547550,5513121
a_421350,8521,0,the Bayview District,100496,3_merged_5547551,5502577
a_421356,8521,0,the Bayview District,100496,3_merged_5547551,5502576
a_421489,8521,0,the Bayview District,100496,3_merged_5547551,5502575
a_421355,8521,0,the Bayview District,100496,3_merged_5547551,5502574
a_421488,8521,0,the Bayview District,100496,3_merged_5547551,5502573
a_421350,8521,0,the Bayview District,100496,3_merged_5547551,5502572
a_421356,8521,0,the Bayview District,100496,3_merged_5547551,5502571
a_421489,8521,0,the Bayview District,100496,3_merged_5547551,5502570
b_410691,1093_merged_5547544,1,Caltrain via Downtown,96167,1_merged_5547553,5382648
a_421355,8521,0,the Bayview District,100496,3_merged_5547551,5502579
a_421488,8521,0,the Bayview District,100496,3_merged_5547551,5502578
a_421208,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499040
a_421210,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499041
a_421205,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499042
a_421211,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499043
a_421207,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499044
a_421212,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499045
a_421210,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499046
a_421205,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499047
a_421207,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499048
a_421207,8516,1,Fisherman's Wharf,100446,2_merged_5547552,5499049
b_409754,1030,1,Caltrain,95973,2_merged_5547555,5368937
b_410697,1094_merged_5547541,1,Downtown,96160,1_merged_5547553,5382647
b_410523,1059_merged_5547548,1,Powell & Market,96099,1_merged_5547553,5379217
a_423552,8560,0,Castro Station via Downtown,100866,2_merged_5547552,5531891
b_411780,8209,0,Treasure Island,96294,1_merged_5547553,5396800
b_408321,1002,0,the Richmond District,95742,1_merged_5547553,5352192
b_410234,8181,1,the Richmond District,96054,1_merged_5547553,5375295
b_409736,1030,1,Caltrain,95973,2_merged_5547555,5368936
b_410691,1094_merged_5547541,1,Church & Duboce,96163,1_merged_5547553,5382646
b_409931,8213,0,48th Avenue,96316,1_merged_5547553,5398440
b_417194,1198,0,San Francisco Zoo,96214,1_merged_5547553,5450547
a_423554,8560,0,Balboa Park Station,100870,2_merged_5547552,5531896
b_408322,1002,0,the Richmond District,95742,1_merged_5547553,5352193
a_421070,8512,1,Downtown,100428,2_merged_5547552,5497473
a_421084,8512,1,Downtown,100428,2_merged_5547552,5497472
a_421076,8512,1,Downtown,100428,2_merged_5547552,5497471
a_421080,8512,1,Downtown,100428,2_merged_5547552,5497470
a_421082,8512,1,Downtown,100428,2_merged_5547552,5497477
a_421081,8512,1,Downtown,100428,2_merged_5547552,5497476
a_421071,8512,1,Downtown,100428,2_merged_5547552,5497475
a_421077,8512,1,Downtown,100428,2_merged_5547552,5497474
b_410603,8190,0,Van Ness Av.,96116,3_merged_5547554,5381008
b_410601,8190,0,Van Ness Av.,96116,3_merged_5547554,5381009
a_421072,8512,1,Downtown,100428,2_merged_5547552,5497479
a_421078,8512,1,Downtown,100428,2_merged_5547552,5497478
a_423551,8560,0,Castro Station via Downtown,100865,2_merged_5547552,5531897
b_409287,8166,1,Pacific Heights,95888,3_merged_5547554,5365003
a_422127,8532,1,Downtown,100634,3_merged_5547551,5511234
b_410498,8186,1,Bayview District,96086,1_merged_5547553,5378419
b_410502,8186,1,Bayview District,96086,1_merged_5547553,5378418
a_422143,8532,1,Downtown,100635,3_merged_5547551,5511235
b_410503,8186,1,Bayview District,96086,1_merged_5547553,5378413
b_410498,8186,1,Bayview District,96086,1_merged_5547553,5378412
b_410502,8186,1,Bayview District,96086,1_merged_5547553,5378411
b_410497,8186,1,Bayview District,96086,1_merged_5547553,5378410
b_410497,8186,1,Bayview District,96086,1_merged_5547553,5378417
a_425094,1196_merged_5547540,1,Visitacion Valley via Downtown,100841,1_merged_5547550,5547077
b_410500,8186,1,Bayview District,96086,1_merged_5547553,5378415
b_410499,8186,1,Bayview District,96086,1_merged_5547553,5378414
a_422130,8532,1,Downtown,100634,3_merged_5547551,5511237
a_422138,8532,1,Downtown,100636,3_merged_5547551,5511230
a_423552,8560,0,Balboa Park Station,100870,2_merged_5547552,5531894
a_422124,8532,1,Downtown,100634,3_merged_5547551,5511231
a_422140,8532,1,Downtown,100635,3_merged_5547551,5511232
a_422141,8532,1,Downtown,100636,3_merged_5547551,5511233
a_421165,8514,1,West Portal Station,100437,2_merged_5547552,5498319
a_421166,8514,1,West Portal Station,100437,2_merged_5547552,5498318
a_421165,8514,1,West Portal Station,100437,2_merged_5547552,5498317
a_421166,8514,1,West Portal Station,100437,2_merged_5547552,5498316
a_421165,8514,1,West Portal Station,100437,2_merged_5547552,5498315
a_421166,8514,1,West Portal Station,100437,2_merged_5547552,5498314
a_421165,8514,1,West Portal Station,100437,2_merged_5547552,5498313
a_421166,8514,1,West Portal Station,100437,2_merged_5547552,5498312
a_421165,8514,1,West Portal Station,100437,2_merged_5547552,5498311
a_421166,8514,1,West Portal Station,100437,2_merged_5547552,5498310
a_422789,1060_merged_5547536,0,Hyde & Beach,100713,3_merged_5547551,5519313
a_422784,1059_merged_5547539,0,Taylor & Bay,100710,3_merged_5547551,5519312
a_422797,1060_merged_5547536,0,Hyde & Beach,100713,3_merged_5547551,5519311
a_422800,1059_merged_5547539,0,Taylor & Bay,100710,3_merged_5547551,5519310
a_422801,1060_merged_5547536,0,Hyde & Beach,100713,3_merged_5547551,5519317
a_422787,1059_merged_5547539,0,Taylor & Bay,100710,3_merged_5547551,5519316
a_422791,1060_merged_5547536,0,Hyde & Beach,100713,3_merged_5547551,5519315
a_422796,1059_merged_5547539,0,Taylor & Bay,100710,3_merged_5547551,5519314
a_422145,8532,1,Downtown,100635,3_merged_5547551,5511238
a_422800,1059_merged_5547539,0,Taylor & Bay,100710,3_merged_5547551,5519319
a_422786,1060_merged_5547536,0,Hyde & Beach,100713,3_merged_5547551,5519318
a_423228,1199,0,Balboa Park Station,100832,2_merged_5547552,5526739
a_423227,1199,0,Balboa Park Station,100832,2_merged_5547552,5526738
a_422742,8542,0,San Bruno & Arleta,100706,3_merged_5547551,5517922
a_422742,8542,0,San Bruno & Arleta,100706,3_merged_5547551,5517923
a_422742,8542,0,San Bruno & Arleta,100706,3_merged_5547551,5517920
a_422742,8542,0,San Bruno & Arleta,100706,3_merged_5547551,5517921
a_422742,8542,0,San Bruno & Arleta,100706,3_merged_5547551,5517926
a_422742,8542,1,Visitacion Valley School,100707,3_merged_5547551,5517927
a_422742,8542,0,San Bruno & Arleta,100706,3_merged_5547551,5517924
a_422742,8542,0,San Bruno & Arleta,100706,3_merged_5547551,5517925
b_410318,8182,0,Caltrain,96060,1_merged_5547553,5376046
b_410319,8182,0,Caltrain,96060,1_merged_5547553,5376047
a_422742,8542,1,Visitacion Valley School,100707,3_merged_5547551,5517928
a_422742,8542,1,Visitacion Valley School,100707,3_merged_5547551,5517929
b_410315,8182,0,Caltrain,96060,1_merged_5547553,5376042
b_410316,8182,0,Caltrain,96060,1_merged_5547553,5376043
b_410313,8182,0,Caltrain,96060,1_merged_5547553,5376040
b_410314,8182,0,Caltrain,96060,1_merged_5547553,5376041
a_422776,1060_merged_5547536,1,Powell & Market,100717,2_merged_5547552,5518952
a_422780,1060_merged_5547536,1,Powell & Market,100717,2_merged_5547552,5518953
a_422774,1060_merged_5547536,1,Powell & Market,100717,2_merged_5547552,5518950
a_422775,1059_merged_5547539,1,Powell & Market,100715,2_merged_5547552,5518951
a_422773,1059_merged_5547539,1,Powell & Market,100715,2_merged_5547552,5518956
a_422774,1060_merged_5547536,1,Powell & Market,100717,2_merged_5547552,5518957
a_422779,1059_merged_5547539,1,Powell & Market,100715,2_merged_5547552,5518954
a_422768,1060_merged_5547536,1,Powell & Market,100717,2_merged_5547552,5518955
a_422779,1059_merged_5547539,1,Powell & Market,100715,2_merged_5547552,5518958
a_422769,1059_merged_5547539,1,Powell & Market,100715,2_merged_5547552,5518959
b_410684,1094_merged_5547541,1,Church & Duboce,96163,1_merged_5547553,5382641
a_420525,1071,0,the Sunset District,100377,1_merged_5547550,5491130
a_420518,1071,0,the Sunset District,100377,1_merged_5547550,5491131
a_420513,1071,0,the Sunset District,100377,1_merged_5547550,5491132
a_420509,1071,0,the Sunset District,100377,1_merged_5547550,5491133
a_420501,1071,0,the Sunset District,100377,1_merged_5547550,5491134
a_420519,1071,0,the Sunset District,100377,1_merged_5547550,5491135
a_420521,1071,0,the Sunset District,100377,1_merged_5547550,5491136
a_420522,1071,0,the Sunset District,100377,1_merged_5547550,5491137
a_420520,1071,0,the Sunset District,100377,1_merged_5547550,5491138
a_420523,1071,0,the Sunset District,100377,1_merged_5547550,5491139
b_410580,1059_merged_5547548,1,Powell & Market,96099,3_merged_5547554,5380355
b_410577,1060_merged_5547545,1,Powell & Market,96101,3_merged_5547554,5380354
b_410563,1059_merged_5547548,1,Powell & Market,96099,3_merged_5547554,5380353
b_410566,1060_merged_5547545,1,Powell & Market,96101,3_merged_5547554,5380352
b_410578,1059_merged_5547548,1,Powell & Market,96099,3_merged_5547554,5380351
b_410565,1060_merged_5547545,1,Powell & Market,96101,3_merged_5547554,5380350
b_410580,1059_merged_5547548,0,Taylor & Bay,96094,3_merged_5547554,5380111
b_410721,1094_merged_5547541,0,Balboa Park Station,96144,3_merged_5547554,5383089
b_410569,1060_merged_5547545,0,Hyde & Beach,96097,3_merged_5547554,5380110
b_410229,8181,1,the Richmond District,96054,1_merged_5547553,5375326
b_409917,8178,1,Telegraph Hill,96027,1_merged_5547553,5374121
b_410564,1059_merged_5547548,0,Taylor & Bay,96094,3_merged_5547554,5380113
b_410593,8190,0,Van Ness Av.,96116,1_merged_5547553,5380591
b_410591,8190,0,Van Ness Av.,96116,1_merged_5547553,5380590
b_408957,8178,1,Telegraph Hill,96027,1_merged_5547553,5374120
b_410222,8181,1,the Richmond District,96054,1_merged_5547553,5375293
b_411869,1115,0,Daly City,96308,3_merged_5547554,5397973
b_411868,1115,0,Daly City,96308,3_merged_5547554,5397972
b_411867,1115,0,Daly City,96308,3_merged_5547554,5397971
b_411866,1115,0,Daly City,96308,3_merged_5547554,5397970
b_411873,1115,0,Daly City,96308,3_merged_5547554,5397977
b_411872,1115,0,Daly City,96308,3_merged_5547554,5397976
b_411871,1115,0,Daly City,96308,3_merged_5547554,5397975
b_411870,1115,0,Daly City,96308,3_merged_5547554,5397974
b_411875,1115,0,Daly City,96308,3_merged_5547554,5397979
b_411874,1115,0,Daly City,96308,3_merged_5547554,5397978
b_410588,8190,0,Van Ness Av.,96116,1_merged_5547553,5380599
b_411954,8213,1,Transbay Terminal,96318,1_merged_5547553,5398567
a_424105,1115,0,Daly City,100924,1_merged_5547550,5536909
a_424104,1115,0,Daly City,100924,1_merged_5547550,5536908
a_420420,8507,1,Downtown,100369,3_merged_5547551,5490269
a_420415,8507,1,Downtown,100369,3_merged_5547551,5490268
a_420419,8507,1,Downtown,100369,3_merged_5547551,5490267
a_420414,8507,1,Downtown,100369,3_merged_5547551,5490266
a_420407,8507,1,Downtown,100369,3_merged_5547551,5490265
a_420410,8507,1,Downtown,100369,3_merged_5547551,5490264
a_420408,8507,1,Downtown,100369,3_merged_5547551,5490263
a_420420,8507,1,Downtown,100369,3_merged_5547551,5490262
a_420415,8507,1,Downtown,100369,3_merged_5547551,5490261
a_420419,8507,1,Downtown,100369,3_merged_5547551,5490260
b_417210,1196_merged_5547549,0,Balboa Park Station via Downtown,96203,1_merged_5547553,5450732
b_409736,1030,0,the Marina District,95959,2_merged_5547555,5368552
a_422932,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521857
a_422935,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521856
a_422931,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521855
a_422930,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521854
a_422933,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521853
a_422934,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521852
a_422932,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521851
a_422935,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521850
a_422933,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521859
a_422934,1094_merged_5547532,0,Balboa Park Station,100760,2_merged_5547552,5521858
a_421924,1030,0,Van Ness & North Point,100575,3_merged_5547551,5507338
a_421923,1030,0,Van Ness & North Point,100575,3_merged_5547551,5507339
a_421909,1030,0,the Marina District,100573,3_merged_5547551,5507332
a_421917,1045,0,the Presidio,100581,3_merged_5547551,5507333
a_421926,1030,0,the Marina District,100573,3_merged_5547551,5507330
a_421915,1030,0,the Marina District,100573,3_merged_5547551,5507331
a_421931,1045,0,the Presidio,100581,3_merged_5547551,5507336
a_421921,1045,0,the Presidio,100581,3_merged_5547551,5507337
a_421930,1045,0,the Presidio,100581,3_merged_5547551,5507334
a_421907,1045,0,the Presidio,100581,3_merged_5547551,5507335
a_422819,8545,1,Market St.,100733,2_merged_5547552,5520102
a_422815,8545,1,Market St.,100733,2_merged_5547552,5520103
a_422818,8545,1,Market St.,100733,2_merged_5547552,5520100
a_422818,8545,1,Market St.,100733,2_merged_5547552,5520101
a_422818,8545,1,Market St.,100733,2_merged_5547552,5520106
a_422819,8545,1,Market St.,100733,2_merged_5547552,5520107
a_422816,8545,1,Market St.,100733,2_merged_5547552,5520104
a_422817,8545,1,Market St.,100733,2_merged_5547552,5520105
a_422819,8545,1,Market St.,100733,2_merged_5547552,5520108
a_422815,8545,1,Market St.,100733,2_merged_5547552,5520109
b_410672,1093_merged_5547544,1,Caltrain via Downtown,96175,1_merged_5547553,5382627
a_423262,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527451
a_423267,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527450
a_423264,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527453
a_423263,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527452
a_423262,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527455
a_423267,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527454
a_423263,1198,0,San Francisco Zoo,100830,3_merged_5547551,5527456
a_423271,1199,0,Balboa Park Station,100832,3_merged_5547551,5527459
a_423276,1199,0,Balboa Park Station,100832,3_merged_5547551,5527458
b_408683,1109,0,City College,95773,1_merged_5547553,5356657
b_410675,1093_merged_5547544,1,Downtown,96176,1_merged_5547553,5382620
b_410675,1093_merged_5547544,1,Caltrain via Downtown,96175,1_merged_5547553,5382623
b_411314,8205,0,Castro Station via Downtown,96249,1_merged_5547553,5392542
b_410675,1094_merged_5547541,1,Church & Duboce,96163,1_merged_5547553,5382622
b_409244,8166,0,the Bayview District,95882,1_merged_5547553,5364494
b_410238,8181,1,the Richmond District,96054,1_merged_5547553,5375329
b_408593,1006,1,Van Ness & Market,95767,3_merged_5547554,5355551
b_408597,1071,1,Downtown,95770,3_merged_5547554,5355550
b_409807,1045,0,the Presidio,95967,3_merged_5547554,5369248
b_409798,1045,0,the Presidio,95967,3_merged_5547554,5369249
b_409917,8178,1,Telegraph Hill,96027,1_merged_5547553,5374129
a_421848,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506069
a_421260,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506068
b_409786,1045,0,the Presidio,95967,3_merged_5547554,5369245
a_421841,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506061
a_421840,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506060
a_421843,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506063
a_421842,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506062
a_421845,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506065
a_421844,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506064
a_421847,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506067
a_421846,1030,0,Van Ness & North Point,100575,1_merged_5547550,5506066
b_409788,1045,0,the Presidio,95967,3_merged_5547554,5369247
b_408957,8178,1,Telegraph Hill,96027,1_merged_5547553,5374128
b_411015,1199,0,Balboa Park Station,96216,2_merged_5547555,5387640
b_411012,1199,0,Balboa Park Station,96216,2_merged_5547555,5387641
b_417335,8150,1,Downtown,95736,2_merged_5547555,5452566
b_417328,8150,1,Downtown,95736,2_merged_5547555,5452567
b_417331,8150,1,Downtown,95736,2_merged_5547555,5452564
b_417327,8150,1,Downtown,95736,2_merged_5547555,5452565
b_417334,8150,1,Downtown,95736,2_merged_5547555,5452562
b_417324,8150,1,Downtown,95736,2_merged_5547555,5452563
b_417323,8150,1,Downtown,95736,2_merged_5547555,5452560
b_417330,8150,1,Downtown,95736,2_merged_5547555,5452561
b_411013,1199,0,Balboa Park Station,96216,2_merged_5547555,5387643
b_417325,8150,1,Downtown,95736,2_merged_5547555,5452568
b_417332,8150,1,Downtown,95736,2_merged_5547555,5452569
b_408891,8197,1,North Point & Van Ness,96135,1_merged_5547553,5382002
b_408962,1010,0,General Hospital,95803,2_merged_5547555,5359328
b_408958,1010,0,General Hospital,95803,2_merged_5547555,5359329
b_410600,8190,0,Van Ness Av.,96116,3_merged_5547554,5381078
b_408960,1010,0,General Hospital,95803,2_merged_5547555,5359320
b_408961,1010,0,General Hospital,95803,2_merged_5547555,5359321
b_408962,1010,0,General Hospital,95803,2_merged_5547555,5359322
b_408958,1010,0,General Hospital,95803,2_merged_5547555,5359323
b_408963,1010,0,General Hospital,95803,2_merged_5547555,5359324
b_408959,1010,0,General Hospital,95803,2_merged_5547555,5359325
b_408960,1010,0,General Hospital,95803,2_merged_5547555,5359326
b_408961,1010,0,General Hospital,95803,2_merged_5547555,5359327
b_410506,8186,0,Daly City BART,96085,2_merged_5547555,5378440
b_410507,8186,0,Daly City BART,96085,2_merged_5547555,5378441
b_409991,8177,1,Downtown,96020,3_merged_5547554,5373053
b_409826,8172,0,Ocean Beach,95984,1_merged_5547553,5370214
b_410602,8190,0,Van Ness Av.,96116,3_merged_5547554,5381071
b_410601,8190,0,Van Ness Av.,96116,3_merged_5547554,5381070
b_410604,8190,0,Van Ness Av.,96116,3_merged_5547554,5381073
b_409096,8159,1,West Portal Station,95825,2_merged_5547555,5360892
b_409095,8159,1,West Portal Station,95825,2_merged_5547555,5360893
b_409096,8159,1,West Portal Station,95825,2_merged_5547555,5360890
b_409095,8159,1,West Portal Station,95825,2_merged_5547555,5360891
b_409096,8159,1,West Portal Station,95825,2_merged_5547555,5360896
b_409095,8159,1,West Portal Station,95825,2_merged_5547555,5360897
b_409096,8159,1,West Portal Station,95825,2_merged_5547555,5360894
b_409095,8159,1,West Portal Station,95825,2_merged_5547555,5360895
b_410508,8186,0,Daly City BART,96085,2_merged_5547555,5378448
b_409096,8159,1,West Portal Station,95825,2_merged_5547555,5360898
b_409095,8159,1,West Portal Station,95825,2_merged_5547555,5360899
b_409990,8177,1,Downtown,96020,3_merged_5547554,5372957
b_410510,8186,0,Daly City BART,96085,2_merged_5547555,5378449
a_421250,8518,1,Downtown,100471,1_merged_5547550,5499527
a_421256,8518,1,Downtown,100471,1_merged_5547550,5499526
a_421248,8518,1,Downtown,100471,1_merged_5547550,5499525
a_421247,8518,1,Downtown,100471,1_merged_5547550,5499524
a_421245,8518,1,Downtown,100471,1_merged_5547550,5499523
a_421254,8518,1,Downtown,100471,1_merged_5547550,5499522
a_421253,8518,1,Downtown,100471,1_merged_5547550,5499521
a_421252,8518,1,Downtown,100471,1_merged_5547550,5499520
b_410602,8190,0,Van Ness Av.,96116,3_merged_5547554,5381076
a_421247,8518,1,Downtown,100469,1_merged_5547550,5499529
a_421251,8518,1,Downtown,100471,1_merged_5547550,5499528
a_422387,8538,0,West Portal Station,100678,1_merged_5547550,5515298
b_409436,8197,0,San Bruno & Arleta,96134,2_merged_5547555,5382008
b_410557,1059_merged_5547548,1,Powell & Market,96099,2_merged_5547555,5379788
b_410374,8212,0,Beach & Scott,96314,2_merged_5547555,5398293
b_409801,1030,1,Caltrain,95975,3_merged_5547554,5369349
b_409782,1045,1,Caltrain,95980,3_merged_5547554,5369348
b_409795,1030,1,Caltrain,95973,3_merged_5547554,5369345
b_409773,1045,1,Caltrain,95980,3_merged_5547554,5369344
b_409799,1030,1,Caltrain,95973,3_merged_5547554,5369347
b_409802,1030,1,Caltrain,95975,3_merged_5547554,5369346
b_409774,1030,1,Caltrain,95973,3_merged_5547554,5369341
b_409806,1030,1,Caltrain,95975,3_merged_5547554,5369340
b_409803,1030,1,Caltrain,95975,3_merged_5547554,5369343
b_409794,1030,1,Caltrain,95973,3_merged_5547554,5369342
b_409126,8161,0,Hunter's Point,95830,1_merged_5547553,5361411
b_409132,8161,0,Hunter's Point,95830,1_merged_5547553,5361410
b_409128,8161,0,Hunter's Point,95830,1_merged_5547553,5361413
b_409127,8161,0,Hunter's Point,95830,1_merged_5547553,5361412
b_409130,8161,0,Hunter's Point,95830,1_merged_5547553,5361415
b_409133,8161,0,Hunter's Point,95830,1_merged_5547553,5361414
b_409126,8161,0,Hunter's Point,95830,1_merged_5547553,5361417
b_409132,8161,0,Hunter's Point,95830,1_merged_5547553,5361416
b_409130,8161,0,Hunter's Point,95830,1_merged_5547553,5361419
b_409133,8161,0,Hunter's Point,95830,1_merged_5547553,5361418
b_410110,8178,0,Telegraph Hill,96026,3_merged_5547554,5374219
b_410111,8178,0,Telegraph Hill,96026,3_merged_5547554,5374218
b_410230,8181,1,the Richmond District,96054,1_merged_5547553,5375248
b_410110,8178,0,Telegraph Hill,96026,3_merged_5547554,5374215
b_410111,8178,0,Telegraph Hill,96026,3_merged_5547554,5374214
b_410110,8178,0,Telegraph Hill,96026,3_merged_5547554,5374217
b_410111,8178,0,Telegraph Hill,96026,3_merged_5547554,5374216
b_410111,8178,0,Telegraph Hill,96026,3_merged_5547554,5374211
b_410110,8178,0,Telegraph Hill,96026,3_merged_5547554,5374210
b_410111,8178,0,Telegraph Hill,96026,3_merged_5547554,5374213
b_410110,8178,0,Telegraph Hill,96026,3_merged_5547554,5374212
b_410227,8181,0,Hunter's Point,96049,1_merged_5547553,5375168
b_410225,8181,0,Hunter's Point,96049,1_merged_5547553,5375169
b_410231,8181,0,Hunter's Point,96049,1_merged_5547553,5375164
b_410242,8181,0,Hunter's Point,96049,1_merged_5547553,5375165
b_416955,8181,0,Hunter's Point,96049,1_merged_5547553,5375166
b_410222,8181,0,Hunter's Point,96049,1_merged_5547553,5375167
b_410223,8181,0,Hunter's Point,96049,1_merged_5547553,5375160
b_410237,8181,0,Hunter's Point,96049,1_merged_5547553,5375161
b_410230,8181,0,Hunter's Point,96049,1_merged_5547553,5375162
b_410228,8181,0,Hunter's Point,96049,1_merged_5547553,5375163
a_420310,1003,1,Downtown,100360,2_merged_5547552,5488972
a_420310,1003,1,Downtown,100360,2_merged_5547552,5488973
a_420308,1003,1,Downtown,100360,2_merged_5547552,5488970
